Address,Tickets
0xbc066ff3bd6ae43dc89e3e5b7b9aa861a6af274b,1.029
0xbc6fcd803e97f32f27e450d73a821a9e11556031,26.26
0x12a57082a39122c728509e161def071f708291df,0.627
0xb5fd676d9bce321ddf1a3a6e4a5150eda754fa13,1.943
0xeee70aef2c5719d8a55445e5fe8e3fa849c37b7f,2.027
0xbfa49c8aef79a8a30e89c4a53153a7fa3b4cadfe,5.059
0xd5fd6f0968b92e3b883df23d8f2351600f0fec9f,7.24
0x6d67ffb0f25259f499a25a635e4e26c090d0bb24,4.56
0x301bb167e8f1615e321455e8f6225359c717db64,2.44
0x97b84bda3ca2b428f821b94e6d1ebf669f74657c,4.135
0x4dfa35519b3063e86564dcd84dc01e3a0bbe1aae,0.84
0x824300d3dfc766efefce7b211b8db5e88cbf41f5,1
0xde76dd94a9c58274e02c0fd9d9a50cb9f8212050,0.6
0x600a82b1e22e11daa9c2bf9e0fb84bb65526d8f3,3
0xfff88ed16452a7220736202c468bbf637fcdfc14,2.494
0x7526d459cc3aaa9c5ed6adf3f9f3ab829b89b486,6.075
0xb38e4498f7c4f66a99d49dc98367d4c08e98d0f3,0.9510000000000001
0x938e29a4365571c859e1613854d79645cd0232d9,1.5
0x8dc2cc0bc264f2fcb42dbd9125fa6ce2a4f4bf03,1.287
0x088431d510193ed3d5b4015f6e806e82d2859703,2.884
0x2efd3dc14983478f333e02dc938f054689615ffc,1.033
0xac70638f592bed708a70cef2ee56859907a5f643,396.3775
0x4fbced14cc09c8534f1c2bf5cf5675f08d1f318a,1.554
0x1c86119bc64199718019ebf665bd97967664a98d,0.598
0xdce16f4b81869d6feecee4c61bfeb896e54d6cfb,2.007
0xb6984da58294be618cb26a4f408d92839ea3eb99,13.404
0x28e5c6621d6f70420fc5e310fb3faa616b398c47,9.370000000000001
0xb7a6ec3ed45b2f334dcc9314ebd61a382bd152c3,1.127
0xad3945122716e4abc4d88a678ccce908c2384976,2.014
0xb7e54192033db618bb08e265042618c0116ae3a9,1.002
0x48d479f8d874e7522ea16172695d45da383cb5a1,0.557
0x6eebeb7e26a2ad666127a56cb396eedd49961ac9,2.1
0xcbfb3bb2c1750cac8addcc352a61659df201ebef,1.165
0x68e72af70a1ed0556f18266425830186454fbd09,26
0x0008906ca2e1d42dfb6bbcda7f9b709a0cfa8dfc,2.928
0x645dc304c5774a29da094d096dcf8d037aad9638,3
0x943e90e21682e43b7949653a48d3a42ca0230d4f,0.698
0x1be9035ddc9a1dcac196b9ff1fbfc60f6e29b84a,12.942000000000002
0xbd0fa9edd5a72bbfee478781200225a7b02d0b1c,4.0075
0x9ac9b052374f20351e2b2c2d5f403a78249e6c5b,1.714
0x7600bfd39061a541e2c1739dfb08b5a5a008b079,0.843
0xc7ecbefdcf5c37e8db2180ae64861db7714515bf,5.699999999999999
0x1b2eea71f86013f44099d35f507635da0ca337cb,1.02
0x38cf8ff1ad1b700357a33dd5eddef7240422a8ff,0.9
0xf1193bf436d4e8206de4704878b75e25b7a2308e,0.592
0xae849e15f80b5aea002972ee49c67422cff6180e,2.7640000000000002
0xdbf9f8eabfc3300c027e441bd2f9443d3b98afb9,1.91
0x4a9a592077f04a390dc0339d6b2ec5913afc9795,1.3135
0x8d3dacef30c964b1cf77ba22aa4f4b36d7daf285,2.0145
0x5213b63958080ee19849b1c4e335066c416a9625,32.465
0x9de2afd334283ad19010bc5957d19d304f01ceae,2.515
0x8f4cdefe85acb16299a6a963fe98fd847dafdfd6,4.177
0x065bc2012c9eef61ccae1c2b4a1426638db5e40d,0.92
0xea4ee34d5ce1b84d52ba0cd221db64cf8cb18484,3.7399999999999998
0x0359997f5c2f52b06747715306ca8292f4b943aa,16.892
0x97c4eb60bb6a49b7467adce66cf084c6bc4406fc,3
0x0d09930e60d28e90e1d0df257ece8e3d209c7bab,2
0x74c1fa1dc31161b17ee79c4eec30ce9f6a62951a,1.0975
0x6ccf12a3272c6b87f56b665027bc473af8552326,9.600000000000001
0x219bbe62b184483a52bc45cd31afc7be2129c4e7,1.056
0x4fe53db86829ea9c6e0d265de066addc13560e50,3.239
0x110c00ce75d5029e3449d150bc00b11c759ebc48,8.647
0xda522bdc092cbfcad4ed7deb75cea79f885a424a,1.484
0x23c339f4a449622d1982e8a10c9f44e8dfe2e3cd,23.996
0x33c01376c5f53a2b9d623b833f2f77f9b118a8c0,1.3245
0x762c04bfe9da97df7fc7a42c81591b5d056eef22,2.438
0x8f5a4ee08b7644b8bbc9689c09bf09bf3b7c2d0b,1
0x612fba5d91b0731d2b7d601a80ea39dba3cb8741,4.429
0x773443095c17436a55b6cc27baf0e04821eef686,24.804
0x24decda7f25b7fd46fc57b2f1459894eb2dc3700,5.742
0xacb32068b22173b02462d9e5adc5cb351f51c9d2,1.018
0x973128e6cb8ef3a3c2003e208d70537a82b4cd51,2
0x89d1307f4c7016a2ef3297727ce6aab60a2d85f8,1
0x3eb957ab0ddcef58a8be847da0308285870423ab,1.1949999999999998
0x972e64e6b405ef73609d9fde9f35f6f8fb19a713,3.984
0x586292f025eecbb0f2fe4b85a7c9a5da55d918b5,2.985
0x3051a4ef7d68821d80df7ddd8bfbaf7b757620f7,2.446
0x5f2280370390baef29338ad48b869c31c303fdd3,3.1
0xd3fcdddc7cd31e4ee4d733115d1f4944c01ac1f1,2.048
0xe086621d297a5d8bd99e798e16a428fe44a5fde3,40.988
0x301d6c0e8589bcdc43fcf9360caab8d1150ae659,1.369
0x6a8c304ea1ebc68a9737456f1ef05a48ebf7260b,3.9320000000000004
0x9755775a5c63198015757e1b90c1d8413073637c,0.943
0x057061921d5beef684f8297ab5e41edfc2a82aba,5.124
0xf337e8d364a8ac28a3a27c5db0829d1dfa5dd918,3.92
0x28b33352fdc3862a3a830d8f7f16ace1e8bbd240,10.5
0xb8454d0d2ad2fec16294d06e144c76766af4d5c5,6.9079999999999995
0x298bee7a5b8479a5136d9f0e69957d7850e9c5ee,1.329
0xb82d813417fa691067a75f151555682ba0d0a3d3,0.748
0x62c8fbb2a1362aac2a66c0a8f423e5c7537e3857,76.128
0x1950a8f7ef43092ae16dc9e2d16d46c85b381ca9,13.268
0xfc127217f9e5d2576e0ef9be365899c37d1f79dd,1.052
0xcc36d1a3ee626d2863c649e923a9f8e3c2e6938c,0.999
0xc7610188eb55b700cf89d6461b1b559d6718bb77,44.564
0x13f747bac002b315c434dacc33c37738be51349e,14.376
0x1fe4683d90b811b69b643b52e9c0ac861ca09d81,3
0xa516b50bcc3331a5ebcd385a6cfd4a038fa09ca5,33.423
0x8990a8863dfc6a33b79ae534090cf0dad5837005,8.337
0x57e19c3cd3fdc6beb23b84aa17885d535e5fb2a9,10.004
0xdc3ec005ed51a918306379177b80f6e4a0c2f564,4.057
0x8c96f1bab1d4a23c885006a5c7ae6f65f636461d,2.793
0x76edad3cee931cb8bf863c71b8b495845bf367cf,3
0x0d7b43f610f9a3089469b9d962a9c1f6023ed827,1.434
0x895833cf191f73b52f2de848812d6b9a4753cfee,13.026
0x741050a6b055a3ba4ceb4519b383a63046cb1ece,13.2975
0xcb1c43eb6285e714e0a8ee88efef65852567ff0a,2.9339999999999997
0x2c064aa8abe232babf7a32932f7ab7c4e22b3885,20
0xd3d8f395cc0f695c2b7ae9d2c8c52b47b8e17b46,0.57
0xa1cdd9c821163d491ec3ef8f7fd65290b7c2b25e,4.615
0x0566804f2d9b4db0f6e4389a94a5e0fc35fcbcff,0.797
0x57fa0a715d5c1238379c93b211e64c9062f5c5f7,2.72
0xaed9f723ad1c9c552c17bdb1f01fed8accfbd6d6,5
0xb03dac533b0a5f9cd690daec9fb7d1cfbee85876,8.8
0x8433b5e6f11c5c98933539b69cbd567a558c9251,0.742
0x2688e124ce2c40f4c977526fdf24f54514ed2f80,3.059
0x14a021b82b7d851d75f7d700bd942716ce8e0d85,5.88
0x981ef4c775f0f0613a8ab39dcf9a22aaa5f9190d,1.679
0x3709d5d160fd3494e7f34f86a6c0d9cc530e0cde,0.954
0x6de573a3ad8c7034d135a2c8c549432028510d2c,29.614
0x1e39dee3bfbe8a9892ab8d83d6d44b1d02356327,1.099
0xd652b9e7efe6cec7e57507b350713a9dfc66b8fc,1.033
0xa4d9e33f7c04816fa0701891bb71f3feaecc8651,0.7
0x85ec8a98a17f717c49c6fd0679728cde7af74bba,1.266
0xe2fdea00bc6c77c50811977733d52e96ba2f5bf9,1.029
0x67a6f4b350cee3951572526f5b7e98c5a49f06f3,5.357
0x8c582652dd597990e1cd7d32ed9be07092581bdf,85
0xd4bbe6dbd1969191453d012a9220c940dc48529a,2.279
0xceb7ce83f16ff4b4331a290f36464cc6e90c2c64,5.335
0xfb9dc721556c8cb553dd9aa8ff7675ac678427e9,3
0xb6c0d7b86b53779a3e796b7dc955e5b838bf2e08,1.043
0x900a7b05cb1e3fbcd699f8df9c9399ff9d1cbed2,32.942
0x84d6fdd9711662d5e3e2d75ee73bb596916f2828,0.539
0x93b99c8e92f6d2e9f3fa4657ac5984157490d764,3.041
0xf2f17254d94769f38f92aa3dae5b6e0077d618db,1.714
0xfa2edb368510ede3a7eb1f0ab63c85692badde12,1.018
0x88000ba1bd0f7c27ddd3e7fc0e912446efdea1c5,17.034
0x49fa979f01a642365ee0454a9b1788e0d5a558f8,0.629
0xf3d002b22e8fd57807834af638560337570f3435,1.496
0xefc1228bd6d651c2062e393e990bc6b9bd093acb,1.369
0xeb7ca3840fc35d03cb8914cf1c2c7ccac8c3389f,0.508
0x61512db8e502db7fe18635225a589928cc0ab921,20.28
0xc5829e617b833889f85158efe6df657d6432561b,1.014
0xb73972d51e4e921d26986ec163a3b4a158cc8fee,1.206
0xccfa5829f4909f8ff0af7ac5c59fcc3bd82bbc19,3
0x861446b5ffdf636447d1389042d72b4a107745d0,3.027
0xb244d6b256012f0763f6cee2d0aebafb9b911fe3,10
0xe3d5600f08f26e9794991479eebd4291ffefc069,4.8285
0xac3411717fdcf6fee99a9f852781ddfb8b70c1bc,5.009
0x67315cdd5106a5f7004bd07e75682ee3637b555d,0.547
0x4c417bdd8d818df13f0d5c0bd840f3e7dac7955e,79.446
0x8837499846c95e6e664a0f52468d1533e93b1e20,0.567
0x666294e793d33f8bb4e3d449c7a4891a6dc85f20,5.448
0xa8ec081d3c821bd7fbe07af74b9098eb97b2b14b,2
0xded9f855c695b201ddb319be6b5c55fd881e2859,0.8250000000000001
0x1a26def5f79de24e42b995a8d90b303b60e36b5e,3
0xa287990b38d1b55f83fd4c476d640deab6c0bd29,14.892000000000001
0xd9a716019f0418f159593b0391a42ef8d3311947,3.4000000000000004
0x502bc1dfa426ffff924dca0f7faeb659abb4659d,12.93
0x88fbe002601c3828102cff38f91657603d172da2,1.02
0x8c3761f990caf15fb05d09c5e35d7bf6d3c04a12,2.8935
0x9cb2c5e3577459a8c2a9a5f51a5f9df6a7d4ba03,1.355
0xb5fc52105fc2f0e92f305af53445f69f9538efa7,4.83
0x0af64b19637865e5d794b586fc9d22053870646e,5
0x8500193750d858c3432896cddb94985c9083420e,3.948
0x8c484cc535c65b5e502ee45416a0147b5c58759c,2.59
0xd64acd34152372a545b2e5fa82cbc1e1241c1754,26
0x6a859ff69e27b08903c05c0969fa940f4281cc81,4.24
0x0c36922266e6ce0f92a357e20399f295c2b9ff10,10.471
0x056dd845fc51faec109c306a922b60e82d294a0c,3.4000000000000004
0x3fb84b03fd3c92ff94765dbf55313790620fb644,0.588
0x89e562b3deddde4458aaa73fd003b27eaeac7111,1.003
0xce0b3e70bcdefbefaa7b0a3f3c3bacea96fe975b,1.2215
0xcdd639f64828576cafb79737415f2109894819c4,3
0xa166ad5e56c14767a5a249d5fecba74f99f80bf0,1.773
0xd111792be12cef98dba5fe22b70eed26aa629c8c,5.191
0xeee8fa031cc2a3decb3e82b31fa82370d581f0ec,10.5
0x1d0b26fa9d9b727168852a171e34381b27f7d044,54.547999999999995
0x159a0d711e543545d46124e1a359b8a11170c689,1.1
0x2502b48cc881853826bcb7ece86a83cd7f973879,1.999
0x2fbada731903f29aeed16fa3a088b3aa47f05fd1,3.577
0x8cc1547f2aebbbaa9466310355110427449a937f,44.564
0x4c8cb4af08c654e8f8872949423adf0784599679,3.4000000000000004
0x52c771ae2960b81b27ae317785cf11cd769a15fe,0.794
0x7a8d54218fbe9e40b2bb58c2b2251b04d7fbba3d,13.364
0xad5e946301f08f1b77833e72c25b65f7f47b93cc,1.182
0x23af4020cfe6ce408043667aeae17ab7d6668b0e,3.259
0xc2d538fd01f4684d8398ab7193ad1bf8e3095382,0.714
0xfcc08b27bc3ce5a761aa6ed4d1d3f6e8c5b64f99,0.51
0xd2892edde5986db11eed785dd857e47ddd8704a7,1
0x62cb8f2c38a0f7a93c37a7cf103794a0e098f032,36.59
0x580d765725062ab83acecf1191ceb1015024d3db,31.223
0xed72ac7289c44f0af1e7f93376e7efc8fccbd6a2,1.0150000000000001
0x3c72fc7c5feeac283dcad3c9f2ce1b09f783da17,1.7670000000000001
0x16c9604b741db050978531beae7b870697ea1191,2.034
0x5354a5813a92f35676f4ea3a2d2bb7478996a799,2.1500000000000004
0xd07eaaa785da1ada8c56162ade4f681009b22bfe,3.792
0xecaa5f188ca3f8983bbc6fb0598a83585e467ec9,0.671
0x7ecfee720327b068185fc667a819e54e95e3fd24,4.32
0x0b8e693224ea0fb7fb5f5e693d33e35e19547bab,16.484
0x5fd2a1a53fce52d12797b774f3a866cfba5f2e71,1.899
0xabafa5cc04ef67c288e7f6def0b64d0ff7c1fe01,1.714
0x6793f2f6db96bca7233916a61d80ad8049503fa1,1.8275
0xb6d92d66ea3cb999503c12cda766e14283d42417,6.8
0x096c8c51228ed660887358fad0f93e335f51fcb4,0.9
0x507783e28fe39115c87a128a167ae9fddf2a8c5b,8.064
0xef7d5e2eb45c60c4e8f715f6be158e9127d77819,0.618
0x03ef0088d1bd50bb48e96cf1ce585feecae19158,7.62
0x53d3b73cac0936c56646104b5e048692a63d84ed,13
0x82c7579fe2d5e640b54de76e4039b4f648410b15,8.256
0x2ced06181af289b68ea5375cddb4527af04353d0,1.03
0x35e0cf15aec64af8a8782f45186ff7ef9f8cc9cc,2
0xfde5eb481d96118306e253788fc6c7067ec77445,3.4000000000000004
0x2578353a1aef41c322637e472c716388dc87e8fd,2.01
0x21d4ddde7bf6db02b63ac814ceb8c0bfc28d9385,1.009
0x8486b8e7c762eef550858a79bacf5db232e192f4,4.848
0x393d982d5ebc9774a65345a4bdcade4fbc5ff411,3.851
0xd3514130060faf2d55344d2c4f7747157f0de3bc,13.5
0xd2d6fab167a6c18459030ac6db2c234bc766b152,1.5230000000000001
0x5261987c325d5511cb5339c776089d1f24fd2aff,1.207
0x99491524b2e1af46e013e40bdb5a8b5d9287ad68,7.166
0xffab1e97242fcf959107369b159eaf640a631c97,2.436
0x541cdc88117a77129283cd91b3d8f4b419aea5c1,6.856
0x37a506be2bd7e16de34f3f62c1b544b70856fc23,1.5
0x8a1d049052d7fa521fdde14380c6c95cef7a426d,3.448
0x9fcaa32d4a24eb092dcbc515d62e7d4c64fcb5d5,1.751
0x05fd56b670bfb02a8ba3a7db79ced33b0d04bb52,1.008
0x0cd0748ce3a5f8ea1a6d6c508bb79b066ddb904a,5.363
0x34a2700a1bcd80eedc0a21db0b46dac2b9b77478,1.714
0x04c0f446989835dd471686095e2d8f7755dda5c6,0.679
0x3ea33c1302631dd20f90f961f9ed25afffc4d28b,4.17
0x3549f7651db377cce5f5fe074e60a9fab3eb90e3,1.5
0x30a88ed09546b85fb5bf494503694f14cb14aab3,3.705
0x4be45c31347d8f3e59cb10b8f5304252d54b54be,1.216
0xcfb8f88a39383cbb0d156e8bcb8f5e681af96b15,1.126
0x95dd4fb5c5ce75bdd4c50af8eb10c6040bf5b365,3.456
0x5d02aa514605a11a86f68e2b0367e1fd16441ad3,1.744
0x520e557bfd4877abb4e833dd79738ca8110d80de,5.508
0xe056068d03c1802152fe36c0b433f85a0b38d974,8.64
0x225bc5dbf262c4f16936240b9fda536769260450,3.8
0xd051bbc91a0606111c3d148e390075a381cae19a,33.788
0x21a8ae7ce7cdf0033045d99d5b644ff4a2dc902c,2.078
0x9dbd42d7aa1dfb51d3813b7e8ee8c254c98ebac0,10
0x97127c113036e1f506ab99688d4dfd3e4cd6604a,1.181
0xd6a19b9c8ae7cc06687df5c3b8b024d1b52e7fd1,2.142
0xa2b3c1ffcb5ce03e4aeb9ef7aa6cbf932f463c4b,22.503999999999998
0x54b0866be0839599a797109c8a01bc0838621df8,18.955000000000002
0xebc09521ef7ea475f69a90bd974a9bb2c35acf15,0.548
0x780340e200053039b90f8dd33c9cc31adbfe84a5,19.5
0xc97bd2a03d0aee0f5a95599bffa8de8ef9a96fcc,2
0xa0faa58e05f32d11637005f342b58f2f3e30ffb8,1.596
0xa8dcfddae7cbbbcfeed5066d1b6bbb0224b256ac,11.232
0xa524ae0800aa41859d9fe70e6b0a7aa357937936,0.8
0xcf8c83d02430492636470b8ceaf5ce571b3c6189,0.678
0xded35c121628349e97eb004e646fe13e22c6004f,6.856
0x14ea84d6740590f9cd8cf86328be1c8cc9c28e78,1.045
0x5b8b6d7cd77236c023382df1f74a3693b71e953e,7.312
0x145a503a6ce59010b3f85f9e9de06a7e81c57b4e,4.127000000000001
0x2f09db2f4dce1765aec676c0b3fd8443e07b2698,13.104
0x3931d1eaac66d74c3c25f2af085dddfd32f6ea9c,18.964
0xe2375d94569b5a4d58829f3204412de8f551eb41,2.676
0xb6a4bf4307ea4d90ddbf551a4786a6d0f8f144e5,3.041
0x8f4d542d1611de4dced60c366c6d87f6467afc12,7.96
0xe70148e1810dec127c72654e2bf40c75f267115d,7.676
0x7a4ee222d49e9d014a7964e020c30f61f96e3b05,0.694
0xf5ab6b4a8d578807491ef59ce855982990932617,2.957
0x8fc46f4fe83167de13871b7e74c68901a5b77efd,182.32
0x0ed52e0c23e8433aa47e2a5b183d98ac14cb9f65,2.006
0x2b2ec690d38ed44055828be82475290ac41fca2c,5.143
0x2122215ae8320635dd1c778ba9da38373540c997,1.714
0x3ce55dcec0aba22b92767db0452f8a2d6a491368,22.974
0x5d650436d342803ec544faa4a76e1385a8f8fd6d,10.86
0x63b4316a700f79cc4fefb9597b704c24a493c46a,0.51
0xe8023f2df4860884200817e5620355d402a38831,4.8
0xefa63618bf26f5c58dedaf89a6ece5c9e4e54f78,1.107
0x9060d88a330552826a62b4f7cfab6b8904bb3c43,25.106
0x8fbb513ebdf988c801085ab6cdb62cd5ab3554dc,17.818
0x0d38a425143d6f37153e2547136f1c0f77a0f28a,1.176
0x9bbceea64e5f7f1715b45653a6486c076273854a,1.714
0xb2285bc9703b4b20a13d9960ad93e10cff9c3e4c,3.814
0x9bbf2a9148886e12e328abeaf51bc034054ce963,2.28
0x4eca4b9881d480d079126fe7c532df8faf545658,0.79
0x07cab1262242fe5172826c2878a4993feda66614,1.043
0x71309b6baebdd719dce65e4cfd253c02eec28517,2.2199999999999998
0x3cd1bb262cbd1db2911f117b2d41b433f30b7a11,1.722
0xd3c85eb21abc986053300851456c457b0fb88b15,8.786
0x57a08fdc328ca3f3697a3e93e79b24b02ebcb41e,5.999
0x356a1d033c6ceed52ad18cb650b167dd9d800229,31.003999999999998
0x43988f66b07a3cf4bad6461a94cfbd5c39e51632,7.151
0x9097694f0c98b13413e04acee3fabc41ea2887fa,2.028
0xe92f7920f91b2b3ba7b9bcb8fe40f17d1e8f60cb,1.714
0x43fc2d78b17d6bfa4f69a8aef897424d667464a3,2
0xfbde639604c8eaa368fd0c9553d7b1ce09cf8f72,0.547
0x51052256841b5002bd54728815a02af3b129e6fe,9.133
0x384b6fd4113dfbcaa6a564e6a11b7f6cf2e99fc0,1.602
0x3b929e262f78d86868b85e476ac068a21ddfeb53,0.784
0x99ec106ff326cc591e820bad5822276e0a46f8ba,13
0xad87f494156a33ace5e4f5e8f70c8430478c282d,14.089
0xdac904a2165a9439dc5f04b82ae762707d3bf4cf,325.01300000000003
0xb767c2221e60fa02d87d3a8c0c1dec9c7a7cec17,15.120000000000001
0xc5ac75ff85edb5134ad8b2502a61078e99d7864c,7.538
0xc9c6039b4ef5aedc28bd69f74d8a50556e957789,0.857
0xcf0ac7742a310cabf08fb2d45396123d785d1bee,7.074
0x0eea25cc5a240d0e580e31202d24a6b21a55e296,1.714
0xe9407965b3eca40a9c332f27133730fb89cadd41,2.1215
0x270cb3dce5b81e4aeda9fa8706938ecf50b42fcf,1.261
0x3089474f12e9989b2d13bd352e331b066c926906,16.33
0xaf14ae6547b3ad6dca151878326cc0a597304c97,0.633
0x7dbcb865f58ecea05e98cb22903cf6836b126708,52.65
0xa45be2194f209741f375159b415df227b17df8fb,18.2
0xf2580c4052be53e37156aa8f9ab9a229ce7acbb0,0.991
0x37c4367831457d22d1261bb5b6b7907184f17373,2.7
0x77a2caf2827afb7085db47f73023c1eebce62c9d,2.641
0x33252f749f9913d151e5f15d3bcb021edf3fc114,104.858
0xa5e5d950d7c743f77d5fe959fa4cf4b42e7868f8,9.35
0x30155c458c794be826f63b4ba56718409d282673,0.849
0xb7d0ea66be2efaed2fedc43eb83a841c04d21f8d,2.21
0x98d0867e8c49b54a193b5439a85dd8033cd47c1d,1.54
0xdf816b7eacfed0153b060357b06e1f1ed387077e,29
0xf0f60b8264ee75ae4ff6cfb069afad6e46586846,83.278
0x0cdf57887b4f18964fcf3ee92ee25a24241aabef,88.08800000000001
0x02985546d8c3194491e074f92525eba0b21b61d5,2.763
0x3b1c9b72b8bdab03ae075703b5206e382213b350,2.4419999999999997
0xb0a41524fe70b9ac5db7e16bffb47a82329f8f39,1.035
0x78e255f2532951ec2a5bdca4e0a81f5ba501109a,5.008
0x4444552fc73802cbe9e911006231b6266003f98c,13.388
0x754ec336b032eb3232b518760f69ba85b7bab090,1.5105
0x18bb570ac0de8c16137747aebd7469fe2bbc68db,0.813
0xc8101e46ae0b5d369a9c722b3f10f0ebdc3890ee,37.275
0xd280572f0f2e6386589aaea71fd87a1bdd9bf304,44.564
0x997162b9db33307c6d68da96d759c5f6f1aacfa5,5
0x1069b5835614f91641588d99beffc5d32f08715c,5.74
0x8916b3ff59fe2d384eeda70b79fcc0e2273141b4,3.054
0xfce78f6ee27ed3d25be3535edaf9d4255ef3aefb,1.714
0x2cec9412be99b1af650aa9c75d5c7e25d7fe967b,70.8
0xecca1f1b9d2753e8c176e78150b7266a65ec7d64,1.133
0x2c582b58572032317d84195f4b4dd6927690a7b1,2
0x83ae3d6428e5e29952396f04397cd75cd5eedbe7,2.424
0x8df880c60f5df4e4c95b86c3ced77a4cf3405732,3.253
0xde3dc52c0b2188b490d4655811bc4792c87d1329,2.518
0x8783e81e8da7da2fc0db4a381b26804eae2fc3ee,3.942
0x6c00686d807370327cec434e5fac482edcb1ee3a,6.328
0x372eef25491d583f151da55535ac3c7393bd39ac,16.314
0x0e873b5aa6010ebdd4fafb874486a48278a8331f,2.55
0x23d89116f50a704729d688d904322e667411a3a7,40
0x41b20910ed2e8199e512ec037c8f6e38db1ac438,1.821
0xd6effd1b9b42e91fc9e41a8dc3c29473c38e139b,2.012
0x6b1321fd0b8767c25b825927141a466211b8344f,4
0x9a67b130223a8032e1dab1ecd533b0e098376780,3.448
0x66b9281c09d770837d9757d6c85b87f5317a4ac6,0.501
0x740ca71e0ec5af1ad8c8fc3f1d2445f65c48bccf,22.256
0x289b2e8764dc6062fc50ef8d71138c09b4d1961d,2.939
0x0bc0fbfc641b25fbdd8a4fcc162819cf5730e7e2,16.38
0xfde885d13ab25450b920f9282a5d72aa41ed9b19,1.214
0xc2332a01e685810208acac1e1e99865698998981,17.798
